Fiscal Year,Fund ID,Fund Name,Fund Type,Department ID,Department Name,Department Type,GL Account,GL Description,GL Category,Revenue or Expenditure,Current,Adopted,Actuals
2023,1000,General Fund,General Funds,5000,Mayor's Office,Administrative Services,522435,Interest Charges Past Due Accounts,Other Services and Charges,Expenditures,0,0,172
2023,1000,General Fund,General Funds,5000,Mayor's Office,Administrative Services,522721,Interfund HR Client Services,Other Services and Charges,Expenditures,76089,64251,71000
2023,1000,General Fund,General Funds,5000,Mayor's Office,Administrative Services,522722,Interfund KRONOS Service Chargeback,Other Services and Charges,Expenditures,4629,4629,1815
2023,1000,General Fund,General Funds,5000,Mayor's Office,Administrative Services,522724,Interfund - Application Services Exp,Other Services and Charges,Expenditures,190454,190454,164055
2023,1000,General Fund,General Funds,5000,Mayor's Office,Administrative Services,522725,Interfund Postage,Other Services and Charges,Expenditures,3418,3418,1523
2023,1000,General Fund,General Funds,5000,Mayor's Office,Administrative Services,522726,Interfund - Data Services Exp,Other Services and Charges,Expenditures,183576,183576,148773
2023,1000,General Fund,General Funds,5000,Mayor's Office,Administrative Services,522727,Interfund - Voice Services Exp,Other Services and Charges,Expenditures,34582,34582,27884
2023,1000,General Fund,General Funds,5000,Mayor's Office,Administrative Services,522728,Interfund - Wireless Services Exp,Other Services and Charges,Expenditures,56839,56839,48526
2023,1000,General Fund,General Funds,5000,Mayor's Office,Administrative Services,522729,Interfund - Voice Labor Exp,Other Services and Charges,Expenditures,1820,1820,342
2023,1000,General Fund,General Funds,5000,Mayor's Office,Administrative Services,522733,Interfund HR Onboard,Other Services and Charges,Expenditures,0,0,726
2023,1000,General Fund,General Funds,5000,Mayor's Office,Administrative Services,522735,Interfund Parking - HF,Other Services and Charges,Expenditures,40263,40263,27955
2023,1000,General Fund,General Funds,5000,Mayor's Office,Administrative Services,522775,Intfd Parking - Hobby,Other Services and Charges,Expenditures,4775,4775,5330
2023,1000,General Fund,General Funds,5000,Mayor's Office,Administrative Services,522805,Interfund Network Services,Other Services and Charges,Expenditures,29038,29038,14987
2023,1000,General Fund,General Funds,5000,Mayor's Office,Administrative Services,522815,Intfd Print Shop Services,Other Services and Charges,Expenditures,11274,11274,19303
2023,1000,General Fund,General Funds,5000,Mayor's Office,Administrative Services,522822,Interfund Insurance,Other Services and Charges,Expenditures,1810,3693,1507
2023,1000,General Fund,General Funds,5000,Mayor's Office,Administrative Services,522830,Interfund GIS Services,Other Services and Charges,Expenditures,27478,27478,24094
2023,1000,General Fund,General Funds,5000,Mayor's Office,Administrative Services,522844,Interfund Vehicle Services - Tires,Other Services and Charges,Expenditures,1702,154,983
2023,1000,General Fund,General Funds,5000,Mayor's Office,Administrative Services,522845,Interfund Vehicle Services,Other Services and Charges,Expenditures,23254,42526,23918
2023,1000,General Fund,General Funds,5000,Mayor's Office,Administrative Services,522846,Interfund Vehicle Fuel,Other Services and Charges,Expenditures,2868,697,1139
2023,1000,General Fund,General Funds,5000,Mayor's Office,Administrative Services,532025,Transfers to Special Revenues,Debt Service and Other Uses,Expenditures,1969137,1965137,1477853
2023,1000,General Fund,General Funds,5000,Mayor's Office,Administrative Services,560810,Cap Exp-Controlled Equipment,Equipment,Expenditures,5466,0,0
2023,1000,General Fund,General Funds,5100,Business Opportunity,Administrative Services,424160,Interfund Office of Business Opportunity,Direct Interfund Services,Revenues,1030102,1030102,772576
2023,1000,General Fund,General Funds,5100,Business Opportunity,Administrative Services,426330,Miscellaneous Copies Fees,Charges for Services,Revenues,311,311,235
2023,1000,General Fund,General Funds,5100,Business Opportunity,Administrative Services,452030,Miscellaneous Revenue,Miscellaneous/Other,Revenues,0,0,4380
2023,1000,General Fund,General Funds,5100,Business Opportunity,Administrative Services,500010,Salary Base Pay - Civilian,Personnel Services,Expenditures,2843598,3022468,1902961
2023,1000,General Fund,General Funds,5100,Business Opportunity,Administrative Services,500090,Premium Pay - Civilian,Personnel Services,Expenditures,507,0,507
2023,1000,General Fund,General Funds,5100,Business Opportunity,Administrative Services,500110,Bilingual Pay - Civilian,Personnel Services,Expenditures,3684,0,2776
2023,1000,General Fund,General Funds,5100,Business Opportunity,Administrative Services,501070,Pension - Civilian,Personnel Services,Expenditures,240105,255083,160757
2023,1000,General Fund,General Funds,5100,Business Opportunity,Administrative Services,501075,Pension Legacy-Civilian,Personnel Services,Expenditures,589177,626650,389396
2023,1000,General Fund,General Funds,5100,Business Opportunity,Administrative Services,501120,Termination Pay - Civilian,Personnel Services,Expenditures,20325,1165,21982
2023,1000,General Fund,General Funds,5100,Business Opportunity,Administrative Services,502010,FICA - Civilian,Personnel Services,Expenditures,217701,230882,142318
2023,1000,General Fund,General Funds,5100,Business Opportunity,Administrative Services,503010,Health Ins-Act Civilian,Personnel Services,Expenditures,244612,334702,216468
2023,1000,General Fund,General Funds,5100,Business Opportunity,Administrative Services,503015,Basic Life Insurance - Active Civilian,Personnel Services,Expenditures,1440,1440,924
2023,1000,General Fund,General Funds,5100,Business Opportunity,Administrative Services,503060,Long Term Disability-Civilian,Personnel Services,Expenditures,3535,3535,2191
2023,1000,General Fund,General Funds,5100,Business Opportunity,Administrative Services,503090,Workers Compensation-Civilian-Admin,Personnel Services,Expenditures,12110,12714,8051
2023,1000,General Fund,General Funds,5100,Business Opportunity,Administrative Services,503100,Workers Compensation-Civilian-Claim,Personnel Services,Expenditures,3654,0,4357
2023,1000,General Fund,General Funds,5100,Business Opportunity,Administrative Services,511045,Computer Supplies,Supplies,Expenditures,8734,5164,8701
2023,1000,General Fund,General Funds,5100,Business Opportunity,Administrative Services,511055,Publications & Printed Materials,Supplies,Expenditures,3534,4550,3534
2023,1000,General Fund,General Funds,5100,Business Opportunity,Administrative Services,511070,Misc Office Supplies,Supplies,Expenditures,9646,7500,2752
2023,1000,General Fund,General Funds,5100,Business Opportunity,Administrative Services,511120,Clothing,Supplies,Expenditures,2259,2005,1354
2023,1000,General Fund,General Funds,5100,Business Opportunity,Administrative Services,511125,Food Supplies,Supplies,Expenditures,1642,1000,1880
2023,1000,General Fund,General Funds,5100,Business Opportunity,Administrative Services,520109,"Medical, Dental & Laboratory Services",Other Services and Charges,Expenditures,1365,1224,712
2023,1000,General Fund,General Funds,5100,Business Opportunity,Administrative Services,520110,Management Consulting Services,Other Services and Charges,Expenditures,777161,529472,659340
2023,1000,General Fund,General Funds,5100,Business Opportunity,Administrative Services,520114,Miscellaneous Support Services,Other Services and Charges,Expenditures,6523,4144,-560
2023,1000,General Fund,General Funds,5100,Business Opportunity,Administrative Services,520119,Computer Eq/SW Mnt,Other Services and Charges,Expenditures,2448,9400,1452
2023,1000,General Fund,General Funds,5100,Business Opportunity,Administrative Services,520139,Motor Pool Charges,Other Services and Charges,Expenditures,3442,12091,3141
2023,1000,General Fund,General Funds,5100,Business Opportunity,Administrative Services,520157,Computer Software Maintenance Services,Other Services and Charges,Expenditures,0,1300,0
2023,1000,General Fund,General Funds,5100,Business Opportunity,Administrative Services,520520,Printing & Reproduction Services,Other Services and Charges,Expenditures,2757,3100,1657
2023,1000,General Fund,General Funds,5100,Business Opportunity,Administrative Services,520605,Advertising Services,Other Services and Charges,Expenditures,20602,20000,15394
2023,1000,General Fund,General Funds,5100,Business Opportunity,Administrative Services,520765,Membership & Professional Fees,Other Services and Charges,Expenditures,1100,1600,0
2023,1000,General Fund,General Funds,5100,Business Opportunity,Administrative Services,520805,Education & Training,Other Services and Charges,Expenditures,5613,17700,3495
2023,1000,General Fund,General Funds,5100,Business Opportunity,Administrative Services,520905,Travel - Training Related,Other Services and Charges,Expenditures,45399,40000,28325
2023,1000,General Fund,General Funds,5100,Business Opportunity,Administrative Services,520910,Travel - Non-Training Related,Other Services and Charges,Expenditures,2062,1330,1856
2023,1000,General Fund,General Funds,5100,Business Opportunity,Administrative Services,522430,Misc Other Services & Charges,Other Services and Charges,Expenditures,60073,60073,60073
2023,1000,General Fund,General Funds,5100,Business Opportunity,Administrative Services,522721,Interfund HR Client Services,Other Services and Charges,Expenditures,55524,40745,59486
2023,1000,General Fund,General Funds,5100,Business Opportunity,Administrative Services,522722,Interfund KRONOS Service Chargeback,Other Services and Charges,Expenditures,851,1697,666
2023,1000,General Fund,General Funds,5100,Business Opportunity,Administrative Services,522724,Interfund - Application Services Exp,Other Services and Charges,Expenditures,91065,90219,78524
2023,1000,General Fund,General Funds,5100,Business Opportunity,Administrative Services,522725,Interfund Postage,Other Services and Charges,Expenditures,1321,1200,1290
2023,1000,General Fund,General Funds,5100,Business Opportunity,Administrative Services,522726,Interfund - Data Services Exp,Other Services and Charges,Expenditures,46532,46532,46204
2023,1000,General Fund,General Funds,5100,Business Opportunity,Administrative Services,522727,Interfund - Voice Services Exp,Other Services and Charges,Expenditures,14478,14478,12070
2023,1000,General Fund,General Funds,5100,Business Opportunity,Administrative Services,522728,Interfund - Wireless Services Exp,Other Services and Charges,Expenditures,8513,8104,3861
2023,1000,General Fund,General Funds,5100,Business Opportunity,Administrative Services,522729,Interfund - Voice Labor Exp,Other Services and Charges,Expenditures,780,780,125
2023,1000,General Fund,General Funds,5100,Business Opportunity,Administrative Services,522733,Interfund HR Onboard,Other Services and Charges,Expenditures,0,0,624
2023,1000,General Fund,General Funds,5100,Business Opportunity,Administrative Services,522735,Interfund Parking - HF,Other Services and Charges,Expenditures,30521,39974,30729
2023,1000,General Fund,General Funds,5100,Business Opportunity,Administrative Services,522775,Intfd Parking - Hobby,Other Services and Charges,Expenditures,3520,955,2466
2023,1000,General Fund,General Funds,5100,Business Opportunity,Administrative Services,522780,Interfund Metro Passes,Other Services and Charges,Expenditures,2268,7686,2268
2023,1000,General Fund,General Funds,5100,Business Opportunity,Administrative Services,522805,Interfund Network Services,Other Services and Charges,Expenditures,8274,8274,4507
2023,1000,General Fund,General Funds,5100,Business Opportunity,Administrative Services,522815,Intfd Print Shop Services,Other Services and Charges,Expenditures,1498,150,1863
2023,1000,General Fund,General Funds,5100,Business Opportunity,Administrative Services,522822,Interfund Insurance,Other Services and Charges,Expenditures,1359,1238,1217
2023,1000,General Fund,General Funds,5100,Business Opportunity,Administrative Services,522830,Interfund GIS Services,Other Services and Charges,Expenditures,9198,9198,8065
2023,1000,General Fund,General Funds,5100,Business Opportunity,Administrative Services,551010,Non-Capital Office Furniture & Equipment,Non-Capital Equipment,Expenditures,12659,0,12659
2023,1000,General Fund,General Funds,5500,City Council,Administrative Services,500010,Salary Base Pay - Civilian,Personnel Services,Expenditures,4661247,4750582,4021185
2023,1000,General Fund,General Funds,5500,City Council,Administrative Services,500030,Salary Part Time - Civilian,Personnel Services,Expenditures,529732,535368,383775
2023,1000,General Fund,General Funds,5500,City Council,Administrative Services,500060,Overtime - Civilian,Personnel Services,Expenditures,0,0,20747
2023,1000,General Fund,General Funds,5500,City Council,Administrative Services,500070,Overtime - Classified,Personnel Services,Expenditures,2418,0,326715
2023,1000,General Fund,General Funds,5500,City Council,Administrative Services,500110,Bilingual Pay - Civilian,Personnel Services,Expenditures,6069,6069,4677
2023,1000,General Fund,General Funds,5500,City Council,Administrative Services,501070,Pension - Civilian,Personnel Services,Expenditures,400892,400892,339409
2023,1000,General Fund,General Funds,5500,City Council,Administrative Services,501075,Pension Legacy-Civilian,Personnel Services,Expenditures,986132,986132,822060
2023,1000,General Fund,General Funds,5500,City Council,Administrative Services,501120,Termination Pay - Civilian,Personnel Services,Expenditures,0,0,-723
2023,1000,General Fund,General Funds,5500,City Council,Administrative Services,501160,Vehicle Allowance - Civilian,Personnel Services,Expenditures,67456,67456,61773
2023,1000,General Fund,General Funds,5500,City Council,Administrative Services,502010,FICA - Civilian,Personnel Services,Expenditures,404843,404843,326386
2023,1000,General Fund,General Funds,5500,City Council,Administrative Services,503010,Health Ins-Act Civilian,Personnel Services,Expenditures,606580,627468,540807
2023,1000,General Fund,General Funds,5500,City Council,Administrative Services,503015,Basic Life Insurance - Active Civilian,Personnel Services,Expenditures,2390,2390,2052
2023,1000,General Fund,General Funds,5500,City Council,Administrative Services,503050,Health/Life Insurance - Retiree Civilian,Personnel Services,Expenditures,0,0,430
2023,1000,General Fund,General Funds,5500,City Council,Administrative Services,503060,Long Term Disability-Civilian,Personnel Services,Expenditures,4264,4264,3482
2023,1000,General Fund,General Funds,5500,City Council,Administrative Services,503090,Workers Compensation-Civilian-Admin,Personnel Services,Expenditures,23602,23602,20668
2023,1000,General Fund,General Funds,5500,City Council,Administrative Services,511020,Construction Materials,Supplies,Expenditures,10149,0,7594
2023,1000,General Fund,General Funds,5500,City Council,Administrative Services,511040,Audiovisual Supplies,Supplies,Expenditures,1513,100,1413
2023,1000,General Fund,General Funds,5500,City Council,Administrative Services,511045,Computer Supplies,Supplies,Expenditures,30231,14326,12042
2023,1000,General Fund,General Funds,5500,City Council,Administrative Services,511050,Paper & Printing Supplies,Supplies,Expenditures,1335,1335,0
2023,1000,General Fund,General Funds,5500,City Council,Administrative Services,511055,Publications & Printed Materials,Supplies,Expenditures,5833,5300,4689
2023,1000,General Fund,General Funds,5500,City Council,Administrative Services,511060,Postage,Supplies,Expenditures,4089,0,4089
2023,1000,General Fund,General Funds,5500,City Council,Administrative Services,511070,Misc Office Supplies,Supplies,Expenditures,56783,49672,43246
2023,1000,General Fund,General Funds,5500,City Council,Administrative Services,511100,Veterinary & Animal Supplies,Supplies,Expenditures,13636,0,13636
2023,1000,General Fund,General Funds,5500,City Council,Administrative Services,511120,Clothing,Supplies,Expenditures,17325,16824,19086
2023,1000,General Fund,General Funds,5500,City Council,Administrative Services,511125,Food Supplies,Supplies,Expenditures,8777,2450,13351
2023,1000,General Fund,General Funds,5500,City Council,Administrative Services,511130,Weapons Munitions & Supplies,Supplies,Expenditures,2885,0,2885
2023,1000,General Fund,General Funds,5500,City Council,Administrative Services,511135,Recreational Supplies,Supplies,Expenditures,6124,0,6124
2023,1000,General Fund,General Funds,5500,City Council,Administrative Services,511145,Small Tools & Minor Equipment,Supplies,Expenditures,22059,0,22059
2023,1000,General Fund,General Funds,5500,City Council,Administrative Services,511150,Miscellaneous Parts & Supplies,Supplies,Expenditures,38133,11265,40461
2023,1000,General Fund,General Funds,5500,City Council,Administrative Services,520100,Temporary Personnel  Services,Other Services and Charges,Expenditures,370656,0,418545
2023,1000,General Fund,General Funds,5500,City Council,Administrative Services,520107,Computer Info/Contr,Other Services and Charges,Expenditures,22124,17498,11510
2023,1000,General Fund,General Funds,5500,City Council,Administrative Services,520109,"Medical, Dental & Laboratory Services",Other Services and Charges,Expenditures,180,120,0
2023,1000,General Fund,General Funds,5500,City Council,Administrative Services,520110,Management Consulting Services,Other Services and Charges,Expenditures,3500,0,0
2023,1000,General Fund,General Funds,5500,City Council,Administrative Services,520113,Photographic Services,Other Services and Charges,Expenditures,0,0,2250
2023,1000,General Fund,General Funds,5500,City Council,Administrative Services,520114,Miscellaneous Support Services,Other Services and Charges,Expenditures,63612,3940,52658
2023,1000,General Fund,General Funds,5500,City Council,Administrative Services,520115,Real Estate Lease/Office Rental,Other Services and Charges,Expenditures,500,0,500
2023,1000,General Fund,General Funds,5500,City Council,Administrative Services,520118,Refuse Disposal,Other Services and Charges,Expenditures,17581,0,12594
2023,1000,General Fund,General Funds,5500,City Council,Administrative Services,520119,Computer Eq/SW Mnt,Other Services and Charges,Expenditures,80,80,0
2023,1000,General Fund,General Funds,5500,City Council,Administrative Services,520120,Communications Equipment Services,Other Services and Charges,Expenditures,4690,4690,0
2023,1000,General Fund,General Funds,5500,City Council,Administrative Services,520127,Structural Construction Work Services,Other Services and Charges,Expenditures,0,0,83245
2023,1000,General Fund,General Funds,5500,City Council,Administrative Services,520128,Other Construction Work Services,Other Services and Charges,Expenditures,0,0,10000
2023,1000,General Fund,General Funds,5500,City Council,Administrative Services,520157,Computer Software Maintenance Services,Other Services and Charges,Expenditures,10432,6240,8373
2023,1000,General Fund,General Funds,5500,City Council,Administrative Services,520159,Non-Sub-recipient Grant Contract,Other Services and Charges,Expenditures,0,0,7500
2023,1000,General Fund,General Funds,5500,City Council,Administrative Services,520520,Printing & Reproduction Services,Other Services and Charges,Expenditures,17828,6000,14998
2023,1000,General Fund,General Funds,5500,City Council,Administrative Services,520605,Advertising Services,Other Services and Charges,Expenditures,0,0,5656
2023,1000,General Fund,General Funds,5500,City Council,Administrative Services,520755,Contingency,Other Services and Charges,Expenditures,0,0,33400
2023,1000,General Fund,General Funds,5500,City Council,Administrative Services,520765,Membership & Professional Fees,Other Services and Charges,Expenditures,920,500,50571
2023,1000,General Fund,General Funds,5500,City Council,Administrative Services,520905,Travel - Training Related,Other Services and Charges,Expenditures,275,0,1064
2023,1000,General Fund,General Funds,5500,City Council,Administrative Services,520910,Travel - Non-Training Related,Other Services and Charges,Expenditures,148496,131999,136219
2023,1000,General Fund,General Funds,5500,City Council,Administrative Services,521405,Building Maintenance Services,Other Services and Charges,Expenditures,110126,0,82466
2023,1000,General Fund,General Funds,5500,City Council,Administrative Services,521415,Land and Grounds Maintenance,Other Services and Charges,Expenditures,0,0,24814
2023,1000,General Fund,General Funds,5500,City Council,Administrative Services,521420,Infrastructure Maintenance Service,Other Services and Charges,Expenditures,81800,0,89230
2023,1000,General Fund,General Funds,5500,City Council,Administrative Services,521705,Equipment Rental,Other Services and Charges,Expenditures,36967,0,46222
2023,1000,General Fund,General Funds,5500,City Council,Administrative Services,521715,Office Equipment Rental,Other Services and Charges,Expenditures,4215,4215,0
2023,1000,General Fund,General Funds,5500,City Council,Administrative Services,521725,Other Rental,Other Services and Charges,Expenditures,1940,0,3880
2023,1000,General Fund,General Funds,5500,City Council,Administrative Services,522430,Misc Other Services & Charges,Other Services and Charges,Expenditures,7276368,5500000,133945
2023,1000,General Fund,General Funds,5500,City Council,Administrative Services,522722,Interfund KRONOS Service Chargeback,Other Services and Charges,Expenditures,2015,4013,1573
2023,1000,General Fund,General Funds,5500,City Council,Administrative Services,522724,Interfund - Application Services Exp,Other Services and Charges,Expenditures,138272,136274,96964
2023,1000,General Fund,General Funds,5500,City Council,Administrative Services,522725,Interfund Postage,Other Services and Charges,Expenditures,4050,4050,1163
2023,1000,General Fund,General Funds,5500,City Council,Administrative Services,522726,Interfund - Data Services Exp,Other Services and Charges,Expenditures,143670,143670,123323
2023,1000,General Fund,General Funds,5500,City Council,Administrative Services,522727,Interfund - Voice Services Exp,Other Services and Charges,Expenditures,30933,30933,30973
2023,1000,General Fund,General Funds,5500,City Council,Administrative Services,522728,Interfund - Wireless Services Exp,Other Services and Charges,Expenditures,41418,41418,33834
2023,1000,General Fund,General Funds,5500,City Council,Administrative Services,522729,Interfund - Voice Labor Exp,Other Services and Charges,Expenditures,1638,1638,489
2023,1000,General Fund,General Funds,5500,City Council,Administrative Services,522733,Interfund HR Onboard,Other Services and Charges,Expenditures,0,0,696
2023,1000,General Fund,General Funds,5500,City Council,Administrative Services,522815,Intfd Print Shop Services,Other Services and Charges,Expenditures,34065,29000,22945
2023,1000,General Fund,General Funds,5500,City Council,Administrative Services,522830,Interfund GIS Services,Other Services and Charges,Expenditures,5692,5692,4990
2023,1000,General Fund,General Funds,5500,City Council,Administrative Services,551010,Non-Capital Office Furniture & Equipment,Non-Capital Equipment,Expenditures,5813,3000,2520
2023,1000,General Fund,General Funds,5500,City Council,Administrative Services,551020,Non-Capital Communication Equipment,Non-Capital Equipment,Expenditures,10438,0,0
2023,1000,General Fund,General Funds,5500,City Council,Administrative Services,551035,Non-Capital Library books,Non-Capital Equipment,Expenditures,4538,0,4538
2023,1000,General Fund,General Funds,5500,City Council,Administrative Services,551040,Non-Capital Other,Non-Capital Equipment,Expenditures,709500,0,709500
2023,1000,General Fund,General Funds,5500,City Council,Administrative Services,560810,Cap Exp-Controlled Equipment,Equipment,Expenditures,3638,0,0
2023,1000,General Fund,General Funds,6000,City Controller's Office,Administrative Services,500010,Salary Base Pay - Civilian,Personnel Services,Expenditures,5070379,5070379,4281848
2023,1000,General Fund,General Funds,6000,City Controller's Office,Administrative Services,500110,Bilingual Pay - Civilian,Personnel Services,Expenditures,904,904,827
2023,1000,General Fund,General Funds,6000,City Controller's Office,Administrative Services,501070,Pension - Civilian,Personnel Services,Expenditures,427920,427920,361478
2023,1000,General Fund,General Funds,6000,City Controller's Office,Administrative Services,501075,Pension Legacy-Civilian,Personnel Services,Expenditures,1050684,1050684,875634
2023,1000,General Fund,General Funds,6000,City Controller's Office,Administrative Services,501120,Termination Pay - Civilian,Personnel Services,Expenditures,90500,90500,85319
2023,1000,General Fund,General Funds,6000,City Controller's Office,Administrative Services,501160,Vehicle Allowance - Civilian,Personnel Services,Expenditures,4620,4620,3861
2023,1000,General Fund,General Funds,6000,City Controller's Office,Administrative Services,502010,FICA - Civilian,Personnel Services,Expenditures,377564,377564,316641
2023,1000,General Fund,General Funds,6000,City Controller's Office,Administrative Services,503010,Health Ins-Act Civilian,Personnel Services,Expenditures,471527,498650,427354
2023,1000,General Fund,General Funds,6000,City Controller's Office,Administrative Services,503015,Basic Life Insurance - Active Civilian,Personnel Services,Expenditures,2413,2413,2073
2023,1000,General Fund,General Funds,6000,City Controller's Office,Administrative Services,503060,Long Term Disability-Civilian,Personnel Services,Expenditures,4421,4421,3577
2023,1000,General Fund,General Funds,6000,City Controller's Office,Administrative Services,503090,Workers Compensation-Civilian-Admin,Personnel Services,Expenditures,15899,15899,13135
2023,1000,General Fund,General Funds,6000,City Controller's Office,Administrative Services,503100,Workers Compensation-Civilian-Claim,Personnel Services,Expenditures,1738,1738,2062
2023,1000,General Fund,General Funds,6000,City Controller's Office,Administrative Services,504030,Unemployment Claims - Administration,Personnel Services,Expenditures,2744,2744,0
2023,1000,General Fund,General Funds,6000,City Controller's Office,Administrative Services,511045,Computer Supplies,Supplies,Expenditures,22500,22500,1039
2023,1000,General Fund,General Funds,6000,City Controller's Office,Administrative Services,511050,Paper & Printing Supplies,Supplies,Expenditures,2500,2500,0
2023,1000,General Fund,General Funds,6000,City Controller's Office,Administrative Services,511055,Publications & Printed Materials,Supplies,Expenditures,3100,3100,1624
2023,1000,General Fund,General Funds,6000,City Controller's Office,Administrative Services,511060,Postage,Supplies,Expenditures,0,0,-312
2023,1000,General Fund,General Funds,6000,City Controller's Office,Administrative Services,511070,Misc Office Supplies,Supplies,Expenditures,27373,27373,21033
2023,1000,General Fund,General Funds,6000,City Controller's Office,Administrative Services,511150,Miscellaneous Parts & Supplies,Supplies,Expenditures,500,500,0
2023,1000,General Fund,General Funds,6000,City Controller's Office,Administrative Services,520105,Accounting & Auditing Services,Other Services and Charges,Expenditures,244000,244000,94273
2023,1000,General Fund,General Funds,6000,City Controller's Office,Administrative Services,520108,Information Resource Services,Other Services and Charges,Expenditures,40000,40000,7293
2023,1000,General Fund,General Funds,6000,City Controller's Office,Administrative Services,520109,"Medical, Dental & Laboratory Services",Other Services and Charges,Expenditures,200,200,0
2023,1000,General Fund,General Funds,6000,City Controller's Office,Administrative Services,520110,Management Consulting Services,Other Services and Charges,Expenditures,0,0,5872
2023,1000,General Fund,General Funds,6000,City Controller's Office,Administrative Services,520112,Banking Services,Other Services and Charges,Expenditures,89227,89227,48425
2023,1000,General Fund,General Funds,6000,City Controller's Office,Administrative Services,520114,Miscellaneous Support Services,Other Services and Charges,Expenditures,40000,40000,28972
2023,1000,General Fund,General Funds,6000,City Controller's Office,Administrative Services,520119,Computer Eq/SW Mnt,Other Services and Charges,Expenditures,94325,94325,61217
2023,1000,General Fund,General Funds,6000,City Controller's Office,Administrative Services,520120,Communications Equipment Services,Other Services and Charges,Expenditures,6000,6000,0
2023,1000,General Fund,General Funds,6000,City Controller's Office,Administrative Services,520139,Motor Pool Charges,Other Services and Charges,Expenditures,909,909,0
2023,1000,General Fund,General Funds,6000,City Controller's Office,Administrative Services,520510,Mail/Delivery Services,Other Services and Charges,Expenditures,2600,2600,0
2023,1000,General Fund,General Funds,6000,City Controller's Office,Administrative Services,520520,Printing & Reproduction Services,Other Services and Charges,Expenditures,2400,2400,0
2023,1000,General Fund,General Funds,6000,City Controller's Office,Administrative Services,520765,Membership & Professional Fees,Other Services and Charges,Expenditures,9100,9100,1174
2023,1000,General Fund,General Funds,6000,City Controller's Office,Administrative Services,520805,Education & Training,Other Services and Charges,Expenditures,22710,22710,5938
2023,1000,General Fund,General Funds,6000,City Controller's Office,Administrative Services,520905,Travel - Training Related,Other Services and Charges,Expenditures,19000,19000,8967
2023,1000,General Fund,General Funds,6000,City Controller's Office,Administrative Services,520910,Travel - Non-Training Related,Other Services and Charges,Expenditures,2200,2200,0
2023,1000,General Fund,General Funds,6000,City Controller's Office,Administrative Services,521320,Early Payment Discount,Other Services and Charges,Expenditures,0,0,-17
2023,1000,General Fund,General Funds,6000,City Controller's Office,Administrative Services,521705,Equipment Rental,Other Services and Charges,Expenditures,0,0,215
2023,1000,General Fund,General Funds,6000,City Controller's Office,Administrative Services,521715,Office Equipment Rental,Other Services and Charges,Expenditures,0,0,3456
2023,1000,General Fund,General Funds,6000,City Controller's Office,Administrative Services,521720,Computer Equipment Rental,Other Services and Charges,Expenditures,28202,28202,13022
2023,1000,General Fund,General Funds,6000,City Controller's Office,Administrative Services,522430,Misc Other Services & Charges,Other Services and Charges,Expenditures,86683,86683,20952
2023,1000,General Fund,General Funds,6000,City Controller's Office,Administrative Services,522721,Interfund HR Client Services,Other Services and Charges,Expenditures,92541,212872,92338
2023,1000,General Fund,General Funds,6000,City Controller's Office,Administrative Services,522722,Interfund KRONOS Service Chargeback,Other Services and Charges,Expenditures,1747,3482,1366
2023,1000,General Fund,General Funds,6000,City Controller's Office,Administrative Services,522724,Interfund - Application Services Exp,Other Services and Charges,Expenditures,260672,258937,234310
2023,1000,General Fund,General Funds,6000,City Controller's Office,Administrative Services,522725,Interfund Postage,Other Services and Charges,Expenditures,36212,36212,17771
2023,1000,General Fund,General Funds,6000,City Controller's Office,Administrative Services,522726,Interfund - Data Services Exp,Other Services and Charges,Expenditures,57634,57634,56804
2023,1000,General Fund,General Funds,6000,City Controller's Office,Administrative Services,522727,Interfund - Voice Services Exp,Other Services and Charges,Expenditures,24065,24065,19325
2023,1000,General Fund,General Funds,6000,City Controller's Office,Administrative Services,522728,Interfund - Wireless Services Exp,Other Services and Charges,Expenditures,3888,3888,1934
2023,1000,General Fund,General Funds,6000,City Controller's Office,Administrative Services,522729,Interfund - Voice Labor Exp,Other Services and Charges,Expenditures,1247,1247,489
2023,1000,General Fund,General Funds,6000,City Controller's Office,Administrative Services,522733,Interfund HR Onboard,Other Services and Charges,Expenditures,0,0,91
2023,1000,General Fund,General Funds,6000,City Controller's Office,Administrative Services,522735,Interfund Parking - HF,Other Services and Charges,Expenditures,37000,37000,24224
2023,1000,General Fund,General Funds,6000,City Controller's Office,Administrative Services,522805,Interfund Network Services,Other Services and Charges,Expenditures,10836,10836,6746
2023,1000,General Fund,General Funds,6000,City Controller's Office,Administrative Services,522815,Intfd Print Shop Services,Other Services and Charges,Expenditures,11473,11473,13180
2023,1000,General Fund,General Funds,6000,City Controller's Office,Administrative Services,522822,Interfund Insurance,Other Services and Charges,Expenditures,1631,1535,1309
2023,1000,General Fund,General Funds,6000,City Controller's Office,Administrative Services,522830,Interfund GIS Services,Other Services and Charges,Expenditures,3697,3697,3241
2023,1000,General Fund,General Funds,6400,Finance,Administrative Services,411020,Current Property Tax,General Property Taxes,Revenues,1197752084,1197752084,1203417237
2023,1000,General Fund,General Funds,6400,Finance,Administrative Services,411030,Current Year Delinquent Property Tax,General Property Taxes,Revenues,72400553,72400553,73971310
2023,1000,General Fund,General Funds,6400,Finance,Administrative Services,411040,Delinquent Property Tax - Prior Years,General Property Taxes,Revenues,148242,148242,453760
2023,1000,General Fund,General Funds,6400,Finance,Administrative Services,411041,Prior Year Delinquent Property Tax-2014,General Property Taxes,Revenues,63495,63495,118004
