Fiscal Year,Fund ID,Fund Name,Fund Type,Department ID,Department Name,Department Type,GL Account,GL Description,GL Category,Revenue or Expenditure,Current,Adopted,Actuals
2021,2312,DDSRF - Metro ET AL,Special Revenue Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,511060,Postage,Supplies,Expenditures,3300,3300,376
2021,2312,DDSRF - Metro ET AL,Special Revenue Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,511070,Misc Office Supplies,Supplies,Expenditures,44300,33100,20696
2021,2312,DDSRF - Metro ET AL,Special Revenue Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,511090,Medical & Surgical Supplies,Supplies,Expenditures,4500,4500,6687
2021,2312,DDSRF - Metro ET AL,Special Revenue Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,511095,Small Technical & Scientific Equipment,Supplies,Expenditures,55000,55000,26223
2021,2312,DDSRF - Metro ET AL,Special Revenue Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,511110,Fuel,Supplies,Expenditures,953200,953200,732932
2021,2312,DDSRF - Metro ET AL,Special Revenue Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,511115,Vehicle Repair & Maintenance Supplies,Supplies,Expenditures,79000,79000,55761
2021,2312,DDSRF - Metro ET AL,Special Revenue Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,511120,Clothing,Supplies,Expenditures,266800,266800,257578
2021,2312,DDSRF - Metro ET AL,Special Revenue Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,511125,Food Supplies,Supplies,Expenditures,11600,11600,13411
2021,2312,DDSRF - Metro ET AL,Special Revenue Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,511140,Landscaping & Gardening Supplies,Supplies,Expenditures,8700,8700,5926
2021,2312,DDSRF - Metro ET AL,Special Revenue Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,511145,Small Tools & Minor Equipment,Supplies,Expenditures,133900,133900,102235
2021,2312,DDSRF - Metro ET AL,Special Revenue Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,511150,Miscellaneous Parts & Supplies,Supplies,Expenditures,125400,125400,106210
2021,2312,DDSRF - Metro ET AL,Special Revenue Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,511160,Protective Gear,Supplies,Expenditures,19800,19800,2105
2021,2402,Houston Transtar,Special Revenue Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,511015,Cleaning & Sanitary,Supplies,Expenditures,1900,1900,2884
2021,2402,Houston Transtar,Special Revenue Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,511020,Construction Materials,Supplies,Expenditures,1500,1500,33
2021,2402,Houston Transtar,Special Revenue Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,511025,Electrical Hardware,Supplies,Expenditures,8000,8000,4219
2021,2402,Houston Transtar,Special Revenue Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,511030,Mechanical Hardware,Supplies,Expenditures,3500,3500,2914
2021,2402,Houston Transtar,Special Revenue Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,511045,Computer Supplies,Supplies,Expenditures,23000,23000,4662
2021,2402,Houston Transtar,Special Revenue Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,511050,Paper & Printing Supplies,Supplies,Expenditures,2000,2000,845
2021,2402,Houston Transtar,Special Revenue Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,511055,Publications & Printed Materials,Supplies,Expenditures,1000,1000,272
2021,2402,Houston Transtar,Special Revenue Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,511060,Postage,Supplies,Expenditures,1300,1300,814
2021,2402,Houston Transtar,Special Revenue Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,511070,Misc Office Supplies,Supplies,Expenditures,28100,28100,15560
2021,2402,Houston Transtar,Special Revenue Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,511090,Medical & Surgical Supplies,Supplies,Expenditures,4800,4800,3241
2021,2402,Houston Transtar,Special Revenue Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,511110,Fuel,Supplies,Expenditures,3700,3700,1391
2021,2402,Houston Transtar,Special Revenue Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,511115,Vehicle Repair & Maintenance Supplies,Supplies,Expenditures,1000,1000,1700
2021,2402,Houston Transtar,Special Revenue Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,511120,Clothing,Supplies,Expenditures,5400,5400,3489
2021,2402,Houston Transtar,Special Revenue Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,511145,Small Tools & Minor Equipment,Supplies,Expenditures,6400,6400,3955
2021,2310,DDSRF-Drainage Charge,Special Revenue Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,511060,Postage,Supplies,Expenditures,95400,95400,65900
2021,2310,DDSRF-Drainage Charge,Special Revenue Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,511070,Misc Office Supplies,Supplies,Expenditures,400,400,310
2021,2310,DDSRF-Drainage Charge,Special Revenue Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,511125,Food Supplies,Supplies,Expenditures,200,200,338
2021,2301,Building Inspection,Special Revenue Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,511010,"Chemical, Gases & Special Fluids",Supplies,Expenditures,700,700,201
2021,2301,Building Inspection,Special Revenue Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,511015,Cleaning & Sanitary,Supplies,Expenditures,7200,7200,17534
2021,2301,Building Inspection,Special Revenue Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,511025,Electrical Hardware,Supplies,Expenditures,800,800,1514
2021,2301,Building Inspection,Special Revenue Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,511040,Audiovisual Supplies,Supplies,Expenditures,8000,8000,9935
2021,2301,Building Inspection,Special Revenue Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,511045,Computer Supplies,Supplies,Expenditures,134100,134100,31350
2021,2301,Building Inspection,Special Revenue Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,511050,Paper & Printing Supplies,Supplies,Expenditures,21400,21400,13315
2021,2301,Building Inspection,Special Revenue Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,511055,Publications & Printed Materials,Supplies,Expenditures,66800,66800,72067
2021,2301,Building Inspection,Special Revenue Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,511060,Postage,Supplies,Expenditures,86000,86000,75693
2021,2301,Building Inspection,Special Revenue Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,511070,Misc Office Supplies,Supplies,Expenditures,69800,69800,23385
2021,2301,Building Inspection,Special Revenue Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,511090,Medical & Surgical Supplies,Supplies,Expenditures,800,800,604
2021,2301,Building Inspection,Special Revenue Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,511110,Fuel,Supplies,Expenditures,596700,596700,462416
2021,2301,Building Inspection,Special Revenue Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,511120,Clothing,Supplies,Expenditures,195800,195800,86986
2021,2301,Building Inspection,Special Revenue Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,511125,Food Supplies,Supplies,Expenditures,4400,4400,2241
2021,2301,Building Inspection,Special Revenue Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,511145,Small Tools & Minor Equipment,Supplies,Expenditures,4300,4300,5398
2021,2301,Building Inspection,Special Revenue Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,511150,Miscellaneous Parts & Supplies,Supplies,Expenditures,13500,13500,7600
2021,2302,Stormwater Fund,Special Revenue Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,511010,"Chemical, Gases & Special Fluids",Supplies,Expenditures,135000,135000,42789
2021,2302,Stormwater Fund,Special Revenue Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,511015,Cleaning & Sanitary,Supplies,Expenditures,35000,35000,55260
2021,2302,Stormwater Fund,Special Revenue Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,511020,Construction Materials,Supplies,Expenditures,538400,577400,217011
2021,2302,Stormwater Fund,Special Revenue Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,511025,Electrical Hardware,Supplies,Expenditures,7600,7600,3416
2021,2302,Stormwater Fund,Special Revenue Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,511030,Mechanical Hardware,Supplies,Expenditures,5500,5500,27490
2021,2302,Stormwater Fund,Special Revenue Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,511040,Audiovisual Supplies,Supplies,Expenditures,22300,300,9840
2021,2302,Stormwater Fund,Special Revenue Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,511045,Computer Supplies,Supplies,Expenditures,1600,1600,206
2021,2302,Stormwater Fund,Special Revenue Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,511050,Paper & Printing Supplies,Supplies,Expenditures,4700,4700,2435
2021,2302,Stormwater Fund,Special Revenue Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,511060,Postage,Supplies,Expenditures,1500,500,539
2021,2302,Stormwater Fund,Special Revenue Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,511070,Misc Office Supplies,Supplies,Expenditures,14500,11700,11968
2021,2302,Stormwater Fund,Special Revenue Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,511080,General Laboratory Supplies,Supplies,Expenditures,2000,2000,81
2021,2302,Stormwater Fund,Special Revenue Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,511090,Medical & Surgical Supplies,Supplies,Expenditures,8000,8000,8174
2021,2302,Stormwater Fund,Special Revenue Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,511095,Small Technical & Scientific Equipment,Supplies,Expenditures,6400,6400,8753
2021,2302,Stormwater Fund,Special Revenue Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,511110,Fuel,Supplies,Expenditures,717300,717300,438852
2021,2302,Stormwater Fund,Special Revenue Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,511115,Vehicle Repair & Maintenance Supplies,Supplies,Expenditures,22100,22100,16534
2021,2302,Stormwater Fund,Special Revenue Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,511120,Clothing,Supplies,Expenditures,153900,153900,145385
2021,2302,Stormwater Fund,Special Revenue Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,511125,Food Supplies,Supplies,Expenditures,4600,4600,6946
2021,2302,Stormwater Fund,Special Revenue Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,511140,Landscaping & Gardening Supplies,Supplies,Expenditures,16400,16400,11464
2021,2302,Stormwater Fund,Special Revenue Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,511145,Small Tools & Minor Equipment,Supplies,Expenditures,88700,88700,82910
2021,2302,Stormwater Fund,Special Revenue Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,511150,Miscellaneous Parts & Supplies,Supplies,Expenditures,81200,103200,13569
2021,2302,Stormwater Fund,Special Revenue Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,511160,Protective Gear,Supplies,Expenditures,16100,16100,2968
2021,1011,WorkersCompensation,Service Chargeback Funds,8000,Human Resources Dept.,Administrative Services,500010,Salary Base Pay - Civilian,Personnel Services,Expenditures,4105534,4105534,3633562
2021,1011,WorkersCompensation,Service Chargeback Funds,8000,Human Resources Dept.,Administrative Services,500060,Overtime - Civilian,Personnel Services,Expenditures,3066,3066,1422
2021,1011,WorkersCompensation,Service Chargeback Funds,8000,Human Resources Dept.,Administrative Services,500090,Premium Pay - Civilian,Personnel Services,Expenditures,10800,10800,9146
2021,1011,WorkersCompensation,Service Chargeback Funds,8000,Human Resources Dept.,Administrative Services,500110,Bilingual Pay - Civilian,Personnel Services,Expenditures,831,831,616
2021,1011,WorkersCompensation,Service Chargeback Funds,8000,Human Resources Dept.,Administrative Services,501070,Pension - Civilian,Personnel Services,Expenditures,344808,344808,304097
2021,1011,WorkersCompensation,Service Chargeback Funds,8000,Human Resources Dept.,Administrative Services,501075,Pension Legacy-Civilian,Personnel Services,Expenditures,866786,866786,760731
2021,1011,WorkersCompensation,Service Chargeback Funds,8000,Human Resources Dept.,Administrative Services,502010,FICA - Civilian,Personnel Services,Expenditures,315119,315119,270128
2021,1011,WorkersCompensation,Service Chargeback Funds,8000,Human Resources Dept.,Administrative Services,503010,Health Ins-Act Civilian,Personnel Services,Expenditures,602387,602387,423258
2021,1011,WorkersCompensation,Service Chargeback Funds,8000,Human Resources Dept.,Administrative Services,503015,Basic Life Insurance - Active Civilian,Personnel Services,Expenditures,1958,1958,1435
2021,1011,WorkersCompensation,Service Chargeback Funds,8000,Human Resources Dept.,Administrative Services,503050,Health/Life Insurance - Retiree Civilian,Personnel Services,Expenditures,63764,63764,68023
2021,1011,WorkersCompensation,Service Chargeback Funds,8000,Human Resources Dept.,Administrative Services,503060,Long Term Disability-Civilian,Personnel Services,Expenditures,5270,5270,234
2021,1011,WorkersCompensation,Service Chargeback Funds,8000,Human Resources Dept.,Administrative Services,503090,Workers Compensation-Civilian-Admin,Personnel Services,Expenditures,18290,18290,14603
2021,1011,WorkersCompensation,Service Chargeback Funds,8000,Human Resources Dept.,Administrative Services,504030,Unemployment Claims - Administration,Personnel Services,Expenditures,21315,21315,10296
2021,1011,WorkersCompensation,Service Chargeback Funds,9000,Legal Department,Administrative Services,500010,Salary Base Pay - Civilian,Personnel Services,Expenditures,164542,164542,105296
2021,1011,WorkersCompensation,Service Chargeback Funds,9000,Legal Department,Administrative Services,501070,Pension - Civilian,Personnel Services,Expenditures,13818,13818,8802
2021,1011,WorkersCompensation,Service Chargeback Funds,9000,Legal Department,Administrative Services,501075,Pension Legacy-Civilian,Personnel Services,Expenditures,34739,34739,22007
2021,1011,WorkersCompensation,Service Chargeback Funds,9000,Legal Department,Administrative Services,502010,FICA - Civilian,Personnel Services,Expenditures,12587,12587,8012
2021,1011,WorkersCompensation,Service Chargeback Funds,9000,Legal Department,Administrative Services,503010,Health Ins-Act Civilian,Personnel Services,Expenditures,17495,17495,10552
2021,1011,WorkersCompensation,Service Chargeback Funds,9000,Legal Department,Administrative Services,503015,Basic Life Insurance - Active Civilian,Personnel Services,Expenditures,78,78,45
2021,1011,WorkersCompensation,Service Chargeback Funds,9000,Legal Department,Administrative Services,503060,Long Term Disability-Civilian,Personnel Services,Expenditures,170,170,9
2021,1011,WorkersCompensation,Service Chargeback Funds,9000,Legal Department,Administrative Services,503090,Workers Compensation-Civilian-Admin,Personnel Services,Expenditures,590,590,492
2021,1004,Property & Casualty,Service Chargeback Funds,6500,Admn. & Regulatory Affairs,Administrative Services,500010,Salary Base Pay - Civilian,Personnel Services,Expenditures,570478,570478,432624
2021,1004,Property & Casualty,Service Chargeback Funds,6500,Admn. & Regulatory Affairs,Administrative Services,501070,Pension - Civilian,Personnel Services,Expenditures,47903,47903,36162
2021,1004,Property & Casualty,Service Chargeback Funds,6500,Admn. & Regulatory Affairs,Administrative Services,501075,Pension Legacy-Civilian,Personnel Services,Expenditures,120446,120446,90532
2021,1004,Property & Casualty,Service Chargeback Funds,6500,Admn. & Regulatory Affairs,Administrative Services,502010,FICA - Civilian,Personnel Services,Expenditures,43642,43642,35133
2021,1004,Property & Casualty,Service Chargeback Funds,6500,Admn. & Regulatory Affairs,Administrative Services,503010,Health Ins-Act Civilian,Personnel Services,Expenditures,43168,43168,37490
2021,1004,Property & Casualty,Service Chargeback Funds,6500,Admn. & Regulatory Affairs,Administrative Services,503015,Basic Life Insurance - Active Civilian,Personnel Services,Expenditures,272,272,204
2021,1004,Property & Casualty,Service Chargeback Funds,6500,Admn. & Regulatory Affairs,Administrative Services,503050,Health/Life Insurance - Retiree Civilian,Personnel Services,Expenditures,10152,10152,17026
2021,1004,Property & Casualty,Service Chargeback Funds,6500,Admn. & Regulatory Affairs,Administrative Services,503060,Long Term Disability-Civilian,Personnel Services,Expenditures,510,510,23
2021,1004,Property & Casualty,Service Chargeback Funds,6500,Admn. & Regulatory Affairs,Administrative Services,503090,Workers Compensation-Civilian-Admin,Personnel Services,Expenditures,1770,1770,1293
2021,1004,Property & Casualty,Service Chargeback Funds,9000,Legal Department,Administrative Services,500010,Salary Base Pay - Civilian,Personnel Services,Expenditures,5523791,5523791,4788674
2021,1004,Property & Casualty,Service Chargeback Funds,9000,Legal Department,Administrative Services,501070,Pension - Civilian,Personnel Services,Expenditures,463902,463902,400767
2021,1004,Property & Casualty,Service Chargeback Funds,9000,Legal Department,Administrative Services,501075,Pension Legacy-Civilian,Personnel Services,Expenditures,1166213,1166213,1002882
2021,1004,Property & Casualty,Service Chargeback Funds,9000,Legal Department,Administrative Services,501120,Termination Pay - Civilian,Personnel Services,Expenditures,104000,104000,35579
2021,1004,Property & Casualty,Service Chargeback Funds,9000,Legal Department,Administrative Services,502010,FICA - Civilian,Personnel Services,Expenditures,405687,405687,343003
2021,1004,Property & Casualty,Service Chargeback Funds,9000,Legal Department,Administrative Services,503010,Health Ins-Act Civilian,Personnel Services,Expenditures,532294,532294,449150
2021,1004,Property & Casualty,Service Chargeback Funds,9000,Legal Department,Administrative Services,503015,Basic Life Insurance - Active Civilian,Personnel Services,Expenditures,2635,2635,2253
2021,1004,Property & Casualty,Service Chargeback Funds,9000,Legal Department,Administrative Services,503050,Health/Life Insurance - Retiree Civilian,Personnel Services,Expenditures,51810,51810,91570
2021,1004,Property & Casualty,Service Chargeback Funds,9000,Legal Department,Administrative Services,503060,Long Term Disability-Civilian,Personnel Services,Expenditures,4420,4420,244
2021,1004,Property & Casualty,Service Chargeback Funds,9000,Legal Department,Administrative Services,503090,Workers Compensation-Civilian-Admin,Personnel Services,Expenditures,15340,15340,13652
2021,1005,Fleet Management,Service Chargeback Funds,6700,Fleet Management Department,Revolving Funds,500010,Salary Base Pay - Civilian,Personnel Services,Expenditures,19146076,19146076,18362339
2021,1005,Fleet Management,Service Chargeback Funds,6700,Fleet Management Department,Revolving Funds,500060,Overtime - Civilian,Personnel Services,Expenditures,2965668,2965668,2370702
2021,1005,Fleet Management,Service Chargeback Funds,6700,Fleet Management Department,Revolving Funds,500090,Premium Pay - Civilian,Personnel Services,Expenditures,154369,154369,120591
2021,1005,Fleet Management,Service Chargeback Funds,6700,Fleet Management Department,Revolving Funds,500210,Pay for Performance-Municipal,Personnel Services,Expenditures,15000,15000,111000
2021,1005,Fleet Management,Service Chargeback Funds,6700,Fleet Management Department,Revolving Funds,501070,Pension - Civilian,Personnel Services,Expenditures,1597305,1597305,1536742
2021,1005,Fleet Management,Service Chargeback Funds,6700,Fleet Management Department,Revolving Funds,501075,Pension Legacy-Civilian,Personnel Services,Expenditures,4044283,4044283,3845638
2021,1005,Fleet Management,Service Chargeback Funds,6700,Fleet Management Department,Revolving Funds,501120,Termination Pay - Civilian,Personnel Services,Expenditures,242200,242200,692833
2021,1005,Fleet Management,Service Chargeback Funds,6700,Fleet Management Department,Revolving Funds,502010,FICA - Civilian,Personnel Services,Expenditures,1700592,1700592,1555391
2021,1005,Fleet Management,Service Chargeback Funds,6700,Fleet Management Department,Revolving Funds,503010,Health Ins-Act Civilian,Personnel Services,Expenditures,4475105,4475105,3686808
2021,1005,Fleet Management,Service Chargeback Funds,6700,Fleet Management Department,Revolving Funds,503015,Basic Life Insurance - Active Civilian,Personnel Services,Expenditures,9071,9071,8774
2021,1005,Fleet Management,Service Chargeback Funds,6700,Fleet Management Department,Revolving Funds,503050,Health/Life Insurance - Retiree Civilian,Personnel Services,Expenditures,548092,548092,507733
2021,1005,Fleet Management,Service Chargeback Funds,6700,Fleet Management Department,Revolving Funds,503060,Long Term Disability-Civilian,Personnel Services,Expenditures,32731,32731,1904
2021,1005,Fleet Management,Service Chargeback Funds,6700,Fleet Management Department,Revolving Funds,503090,Workers Compensation-Civilian-Admin,Personnel Services,Expenditures,113565,113565,154006
2021,1005,Fleet Management,Service Chargeback Funds,6700,Fleet Management Department,Revolving Funds,503100,Workers Compensation-Civilian-Claim,Personnel Services,Expenditures,161121,161121,96740
2021,1005,Fleet Management,Service Chargeback Funds,6700,Fleet Management Department,Revolving Funds,504030,Unemployment Claims - Administration,Personnel Services,Expenditures,9017,9017,13856
2021,1003,In-House Renovation,Service Chargeback Funds,2500,General Services Department,Development & Maintenance Services,500010,Salary Base Pay - Civilian,Personnel Services,Expenditures,1549616,1549616,85585
2021,1003,In-House Renovation,Service Chargeback Funds,2500,General Services Department,Development & Maintenance Services,501070,Pension - Civilian,Personnel Services,Expenditures,129973,129973,7356
2021,1003,In-House Renovation,Service Chargeback Funds,2500,General Services Department,Development & Maintenance Services,501075,Pension Legacy-Civilian,Personnel Services,Expenditures,327202,327202,50445
2021,1003,In-House Renovation,Service Chargeback Funds,2500,General Services Department,Development & Maintenance Services,502010,FICA - Civilian,Personnel Services,Expenditures,120076,120076,6394
2021,1003,In-House Renovation,Service Chargeback Funds,2500,General Services Department,Development & Maintenance Services,503010,Health Ins-Act Civilian,Personnel Services,Expenditures,410944,410944,25795
2021,1003,In-House Renovation,Service Chargeback Funds,2500,General Services Department,Development & Maintenance Services,503015,Basic Life Insurance - Active Civilian,Personnel Services,Expenditures,735,735,52
2021,1003,In-House Renovation,Service Chargeback Funds,2500,General Services Department,Development & Maintenance Services,503050,Health/Life Insurance - Retiree Civilian,Personnel Services,Expenditures,29950,29950,32726
2021,1003,In-House Renovation,Service Chargeback Funds,2500,General Services Department,Development & Maintenance Services,503060,Long Term Disability-Civilian,Personnel Services,Expenditures,2516,2516,-228
2021,1003,In-House Renovation,Service Chargeback Funds,2500,General Services Department,Development & Maintenance Services,503090,Workers Compensation-Civilian-Admin,Personnel Services,Expenditures,8732,8732,616
2021,1003,In-House Renovation,Service Chargeback Funds,2500,General Services Department,Development & Maintenance Services,503100,Workers Compensation-Civilian-Claim,Personnel Services,Expenditures,46496,46496,11401
2021,1001,Project Cost Recovry,Service Chargeback Funds,2500,General Services Department,Development & Maintenance Services,500010,Salary Base Pay - Civilian,Personnel Services,Expenditures,3993543,3993543,3094588
2021,1001,Project Cost Recovry,Service Chargeback Funds,2500,General Services Department,Development & Maintenance Services,501070,Pension - Civilian,Personnel Services,Expenditures,334873,334873,258475
2021,1001,Project Cost Recovry,Service Chargeback Funds,2500,General Services Department,Development & Maintenance Services,501075,Pension Legacy-Civilian,Personnel Services,Expenditures,843239,843239,646682
2021,1001,Project Cost Recovry,Service Chargeback Funds,2500,General Services Department,Development & Maintenance Services,501120,Termination Pay - Civilian,Personnel Services,Expenditures,32000,32000,16291
2021,1001,Project Cost Recovry,Service Chargeback Funds,2500,General Services Department,Development & Maintenance Services,502010,FICA - Civilian,Personnel Services,Expenditures,305659,305659,228146
2021,1001,Project Cost Recovry,Service Chargeback Funds,2500,General Services Department,Development & Maintenance Services,503010,Health Ins-Act Civilian,Personnel Services,Expenditures,598447,598447,342053
2021,1001,Project Cost Recovry,Service Chargeback Funds,2500,General Services Department,Development & Maintenance Services,503015,Basic Life Insurance - Active Civilian,Personnel Services,Expenditures,1903,1903,1435
2021,1001,Project Cost Recovry,Service Chargeback Funds,2500,General Services Department,Development & Maintenance Services,503050,Health/Life Insurance - Retiree Civilian,Personnel Services,Expenditures,30577,30577,36024
2021,1001,Project Cost Recovry,Service Chargeback Funds,2500,General Services Department,Development & Maintenance Services,503060,Long Term Disability-Civilian,Personnel Services,Expenditures,4030,4030,195
2021,1001,Project Cost Recovry,Service Chargeback Funds,2500,General Services Department,Development & Maintenance Services,503090,Workers Compensation-Civilian-Admin,Personnel Services,Expenditures,13988,13988,10968
2021,1001,Project Cost Recovry,Service Chargeback Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,500010,Salary Base Pay - Civilian,Personnel Services,Expenditures,26630517,26630517,23098040
2021,1001,Project Cost Recovry,Service Chargeback Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,500030,Salary Part Time - Civilian,Personnel Services,Expenditures,204689,204689,97290
2021,1001,Project Cost Recovry,Service Chargeback Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,500060,Overtime - Civilian,Personnel Services,Expenditures,250000,250000,195552
2021,1001,Project Cost Recovry,Service Chargeback Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,500090,Premium Pay - Civilian,Personnel Services,Expenditures,30000,30000,25770
2021,1001,Project Cost Recovry,Service Chargeback Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,500110,Bilingual Pay - Civilian,Personnel Services,Expenditures,3634,3634,5997
2021,1001,Project Cost Recovry,Service Chargeback Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,501070,Pension - Civilian,Personnel Services,Expenditures,2224706,2224706,1932111
2021,1001,Project Cost Recovry,Service Chargeback Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,501075,Pension Legacy-Civilian,Personnel Services,Expenditures,5624654,5624654,4834401
2021,1001,Project Cost Recovry,Service Chargeback Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,501120,Termination Pay - Civilian,Personnel Services,Expenditures,519000,519000,402048
2021,1001,Project Cost Recovry,Service Chargeback Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,502010,FICA - Civilian,Personnel Services,Expenditures,2069447,2069447,1744007
2021,1001,Project Cost Recovry,Service Chargeback Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,503010,Health Ins-Act Civilian,Personnel Services,Expenditures,3606950,3606950,2922091
2021,1001,Project Cost Recovry,Service Chargeback Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,503015,Basic Life Insurance - Active Civilian,Personnel Services,Expenditures,12668,12668,10932
2021,1001,Project Cost Recovry,Service Chargeback Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,503050,Health/Life Insurance - Retiree Civilian,Personnel Services,Expenditures,421000,421000,508950
2021,1001,Project Cost Recovry,Service Chargeback Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,503060,Long Term Disability-Civilian,Personnel Services,Expenditures,30334,30334,1603
2021,1001,Project Cost Recovry,Service Chargeback Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,503090,Workers Compensation-Civilian-Admin,Personnel Services,Expenditures,107007,107007,77700
2021,1001,Project Cost Recovry,Service Chargeback Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,503100,Workers Compensation-Civilian-Claim,Personnel Services,Expenditures,106300,106300,2460
2021,1001,Project Cost Recovry,Service Chargeback Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,504030,Unemployment Claims - Administration,Personnel Services,Expenditures,22294,22294,585
2021,1002,Central Service,Service Chargeback Funds,7000,Planning & Development,Development & Maintenance Services,500010,Salary Base Pay - Civilian,Personnel Services,Expenditures,865356,865356,829892
2021,1002,Central Service,Service Chargeback Funds,7000,Planning & Development,Development & Maintenance Services,500110,Bilingual Pay - Civilian,Personnel Services,Expenditures,904,904,904
2021,1002,Central Service,Service Chargeback Funds,7000,Planning & Development,Development & Maintenance Services,501070,Pension - Civilian,Personnel Services,Expenditures,72692,72692,69380
2021,1002,Central Service,Service Chargeback Funds,7000,Planning & Development,Development & Maintenance Services,501075,Pension Legacy-Civilian,Personnel Services,Expenditures,182694,182694,173597
2021,1002,Central Service,Service Chargeback Funds,7000,Planning & Development,Development & Maintenance Services,501120,Termination Pay - Civilian,Personnel Services,Expenditures,75000,75000,6365
2021,1002,Central Service,Service Chargeback Funds,7000,Planning & Development,Development & Maintenance Services,502010,FICA - Civilian,Personnel Services,Expenditures,66268,66268,61389
2021,1002,Central Service,Service Chargeback Funds,7000,Planning & Development,Development & Maintenance Services,503010,Health Ins-Act Civilian,Personnel Services,Expenditures,129777,129777,114850
2021,1002,Central Service,Service Chargeback Funds,7000,Planning & Development,Development & Maintenance Services,503015,Basic Life Insurance - Active Civilian,Personnel Services,Expenditures,400,400,396
